IdKlienta	Imie	Nazwisko	Plec
1799	Maxymillian	Czaja	M
1800	Benicio	Bednarczyk	M
1801	Kian	Kania	M
1802	Dilan	Sikorski	M
1803	Khalid	Michalski	M
1804	Yeremiy	Wilk	M
1805	Symon	Michalski	M
1806	Wiaczesław	Brzozowski	M
1807	Reuben	Zawada	M
1808	Harry	Kaczmarek	M
1809	Daud	Pluta	M
1810	Asman	Stasiak	M
1811	Rio	Polak	M
1812	Salwador	Kulik	M
1813	Samson	Stepien	M
1814	Valentin	Pluta	M
1815	Zoryan	Szymanski	M
1816	Vivaan	Lesniak	M
1817	Maximilien	Buczek	M
1818	Matej	Tomaszewski	M
1819	Ali	Pawlak	M
1820	Matviey	Pietrzyk	M
1821	Ilija	Mielczarek	M
1822	Matwej	Szczepanski	M
1823	Khamza	Kucharski	M
1824	Aidar	Przybysz	M
1825	Elmar	Szczepanski	M
1826	Alparslan	Grabowski	M
1827	Björn	Pawlik	M
1828	André	Kulik	M
1829	Nikolaj	Kaczmarek	M
1830	Mikola	Banas	M
1831	Yigit	Klimek	M
1832	Lando	Drozd	M
1833	Alim	Marzec	M
1834	Fiodar	Sokolowski	M
1835	Ahmad	Sawicki	M
1836	Henrik	Bednarek	M
1837	Saian	luczak	M
1838	Rikardo	Mielczarek	M
1839	Melchior	Kowalski	M
1840	Gael	Gajda	M
1841	Atharv	Zych	M
1842	Darius	Bednarz	M
1843	Marat	Kowalski	M
1844	Alec	Sikora	M
1845	Mattia	Andrzejewski	M
1846	Eren	Augustyniak	M
1847	Nesim	Buczek	M
1848	Dastin	Wojtowicz	M
1849	Isaiah	Bednarz	M
1850	Kuzey	Mikolajczyk	M
1851	Maison	Stepien	M
1852	Lubomyr	Czaja	M
1853	Bronislav	Leszczynski	M
1854	Mustafa	Szostak	M
1855	Darian	Sroka	M
1856	Aureliano	Wroblewski	M
1857	Parys	Skowron	M
1858	Maciek	Sroka	M
1859	Timo	Mazurek	M
1860	Dmitriy	Mackowiak	M
1861	Olivia	Bieniek	M
1862	Marcelo	Gil	M
1863	Walerian	Wieczorek	M
1864	Rostisław	Pawlik	M
1865	Alister	Mucha	M
1866	Matei	Jozwiak	M
1867	Aram	Wesolowski	M
1868	Ricardo	Marczak	M
1869	Savely	Grabowski	M
1870	Yash	Augustyniak	M
1871	Mayank	Cieslak	M
1872	Tim	Paluch	M
1873	Michaił	Lis	M
1874	Umar	Witkowski	M
1875	Emir	Mroz	M
1876	Markian	Sikorski	M
1877	Florin	Cieslik	M
1878	Nikola	Kujawa	M
1879	Toma	Kowalik	M
1880	Lawrence	Lesniak	M
1881	Dimitri	Rutkowski	M
1882	Jingheng	Grabowski	M
1883	Rajmund	Sroka	M
1884	Stsiapan	Kubiak	M
1885	Andrea	Krajewski	M
1886	Jesaja	Michalski	M
1887	Vadzim	Olejnik	M
1888	Finley	Konopka	M
1889	Majkel	Janik	M
1890	Gia bao	Chmiel	M
1891	Raul	Slowik	M
1892	Igo	Klos	M
1893	Serafym	Kozlowski	M
1894	Agastya	Lewandowski	M
1895	Sven	Dudek	M
1896	Azat	Chmielewski	M
1897	Witek	Matusiak	M
1898	Elisey	Grabowski	M
1899	Zack	Zak	M
1900	Noam	Wlodarczyk	M
1901	Przemek	Lis	M
1902	Salomon	Nowakowski	M
1903	Cameron	Kulik	M
1904	Syed	Pluta	M
1905	Slawomir	Witkowski	M
1906	Odysseus	Bak	M
1907	Klimek	Kus	M
1908	Witosz	Dabrowski	M
1909	Dan	Jurek	M
1910	Arminas	Sowa	M
1911	Eli	Stepien	M
1912	Dariy	Wilk	M
1913	Antoniusz	Czajka	M
1914	Kirił	Domagala	M
1915	Lionel	Kasprzyk	M
1916	Lian	Przybylski	M
1917	Erick	Siwek	M
1918	Amelia	Siwek	M
1919	Stas	Lis	M
1920	Wito	Andrzejewski	M
1921	Angel	Lesniak	M
1922	Dżejson	Mlynarczyk	M
1923	Fedir	Serafin	M
1924	Illja	Ratajczak	M
1925	Auguste	Makowski	M
1926	Duc anh	Kasprzak	M
1927	Affan	Sokolowski	M
1928	Damiane	Sadowski	M
1929	Jarogniew	Matusiak	M
1930	Giovanni	Marczak	M
1931	Mikel	Kowalski	M
1932	Odin	Borowski	M
1933	Miloslav	Jakubowski	M
1934	Aurelius	Tomaszewski	M
1935	Eugene	Mikolajczak	M
1936	Wadym	Walczak	M
1937	Glib	Lewandowski	M
1938	Minh khang	Banach	M
1939	Evgenii	Kostrzewa	M
1940	Neo	Majewski	M
1941	Duc an	Brzozowski	M
1942	Kastor	Kwiatkowski	M
1943	Léo	Zak	M
1944	Mehmet	Szymanski	M
1945	Phillip	Czarnecki	M
1946	Imran	Sobczyk	M
1947	Charbel	Wlodarczyk	M
1948	Mohammed	Michalik	M
1949	Emilii	Zakrzewski	M
1950	Félix	Lipinski	M
1951	Rajan	Majchrzak	M
1952	Kylian	Stepien	M
1953	Ollie	Stankiewicz	M
1954	Toby	Kacprzak	M
1955	Dani	Biernat	M
1956	Zacharij	Kaminski	M
1957	Isaak	Klos	M
1958	Kochan	Kostrzewa	M
1959	Uladzislau	Szczepanski	M
1960	Samuil	Urbaniak	M
1961	Armando	Laskowski	M
1962	Eduardo	Laskowski	M
1963	Arseniusz	Wisniewski	M
1964	Santos	Socha	M
1965	Ari	Sokolowski	M
1966	Iaroslav	Brzozowski	M
1967	Vyom	Kolodziej	M
1968	Bj?rn	Zak	M
1969	Ihnat	Zurek	M
1970	Walery	Malek	M
1971	Julek	Biernat	M
1972	Zorian	Zajac	M
1973	Ilan	Mazurkiewicz	M
1974	Prohor	Kurek	M
1975	Lenard	Zakrzewski	M
1976	Avyukt	Witkowski	M
1977	Asher	Polak	M
1978	Yanni	Kowalewski	M
1979	Moise	Blaszczyk	M
1980	Sean	Malek	M
1981	Rahim	Pawlowski	M
1982	Elyas	Sikorski	M
1983	Einar	Kopec	M
1984	Azad	Wrona	M
1985	Jeremy	Bieniek	M
1986	Neal	Kolodziejczyk	M
1987	Oleksyi	Madej	M
1988	Mykolai	Kot	M
1989	Tomas	Sawicka	M
1990	Gordei	Marszalek	M
1991	Lambert	Chojnacki	M
1992	Dachi	Szczepaniak	M
1993	Aleksei	Lech	M
1994	Gajusz	Michalak	M
1995	Caleb	Marczak	M
1996	Ayden	Bialek	M
1997	Elijah	Drozd	M
1998	Eitan	Sadowski	M
1999	Aziz	Wrobel	M
2000	Zoltan	Michalski	M
2001	Anas	Sikorski	M
2002	Hamza	Czaja	M
2003	Raphael	Olszewski	M
2004	Sava	Maciejewski	M
2005	Abdulmalik	Przybyla	M
2006	Tony	Szczepaniak	M
2007	Filemon	Krol	M
2008	Nazarij	Sikorski	M
2009	Avenir	Dziedzic	M
2010	Yakiv	Andrzejewski	M
2011	Deniel	Czajka	M
2012	Maxym	Kopec	M
2013	Iker	Graczyk	M
2014	Janis	Mroz	M
2015	Domantas	Makowski	M
2016	Sergei	Szostak	M
2017	Kemal	Wojtowicz	M
2018	Ziyi	Adamczyk	M
2019	Param	Madej	M
2020	Luka	Pluta	M
2021	Matviiy	Czech	M
2022	Seman	Zakrzewski	M
2023	Witalis	Marek	M
2024	Boris	Lewandowski	M
2025	Brian	Swiatek	M
2026	Aurelian	Szewczyk	M
2027	Kerim	Czajka	M
2028	Timofej	Szczepanski	M
2029	Samvel	Stefaniak	M
2030	Ruvim	Sobczak	M
2031	Osman	Adamski	M
2032	Timon	Kowal	M
2033	Bilal	Gorski	M
2034	Rishi	Banach	M
2035	Quang vinh	Lewandowski	M
2036	Hleb	Kaminski	M
2037	Demjan	Baranowski	M
2038	Aliaksei	Skiba	M
2039	Sergii	Dziedzic	M
2040	Caspian	Marciniak	M
2041	Marcelino	Kruk	M
2042	Georgii	lukasik	M
2043	Sinan	Kaczor	M
2044	Theodore	Lipinski	M
2045	Tuan kiet	Sawicka	M
